path,label,raw_response,valid
data/raw/captcha_20260525_014907_000098.jpg,BYON,BYON,1
data/raw/captcha_20260525_014908_000099.jpg,AE9U,AE9U,1
data/raw/captcha_20260525_014909_000100.jpg,8VGZ,8VGZ,1
data/raw/captcha_20260525_014910_000101.jpg,QCLD,QCLD,1
data/raw/captcha_20260525_014911_000102.jpg,937Z,937Z,1
data/raw/captcha_20260525_014912_000103.jpg,18KO,18ko,1
data/raw/captcha_20260525_014913_000104.jpg,4EV8,4EV8,1
data/raw/captcha_20260525_014914_000105.jpg,454C,454C,1
data/raw/captcha_20260525_014915_000106.jpg,I6M7,I6M7,1
data/raw/captcha_20260525_014916_000107.jpg,NQXQ,NQXQ,1
data/raw/captcha_20260525_014917_000108.jpg,CDUR,CDUR,1
data/raw/captcha_20260525_014918_000109.jpg,4QN7,4QN7,1
data/raw/captcha_20260525_014919_000110.jpg,3EL3,3el3,1
data/raw/captcha_20260525_014920_000111.jpg,RLJ2,rlj2,1
data/raw/captcha_20260525_014921_000112.jpg,Z53J,Z53J,1
data/raw/captcha_20260525_014922_000113.jpg,3BQA,3BQA,1
data/raw/captcha_20260525_014923_000114.jpg,GN37,GN37,1
data/raw/captcha_20260525_014924_000115.jpg,3T0Z,3T0Z,1
data/raw/captcha_20260525_014925_000116.jpg,XZXN,xzxn,1
data/raw/captcha_20260525_014926_000117.jpg,LBLU,LBLU,1
data/raw/captcha_20260525_014927_000118.jpg,0CET,0CET,1
data/raw/captcha_20260525_014928_000119.jpg,NPWX,NPWX,1
data/raw/captcha_20260525_014929_000120.jpg,N626,N626,1
data/raw/captcha_20260525_014930_000121.jpg,C53I,C53I,1
data/raw/captcha_20260525_014931_000122.jpg,SOEX,SOEX,1
data/raw/captcha_20260525_014932_000123.jpg,SY9N,sy9n,1
data/raw/captcha_20260525_014933_000124.jpg,2RE3,2re3,1
data/raw/captcha_20260525_014934_000125.jpg,VRMM,VRMM,1
data/raw/captcha_20260525_014935_000126.jpg,ON03,ON03,1
data/raw/captcha_20260525_014936_000127.jpg,TLVS,TLVS,1
data/raw/captcha_20260525_014937_000128.jpg,HBF3,HBF3,1
data/raw/captcha_20260525_014938_000129.jpg,NZUS,NZUS,1
data/raw/captcha_20260525_014939_000130.jpg,XWVR,xwvr,1
data/raw/captcha_20260525_014940_000131.jpg,0SSO,0SSO,1
data/raw/captcha_20260525_014941_000132.jpg,QMA1,QMA1,1
data/raw/captcha_20260525_014942_000133.jpg,GBRV,GBRV,1
data/raw/captcha_20260525_014943_000134.jpg,A3DE,A3DE,1
data/raw/captcha_20260525_014944_000135.jpg,IXKR,IXKR,1
data/raw/captcha_20260525_014945_000136.jpg,PHWR,PHWR,1
data/raw/captcha_20260525_014946_000137.jpg,LJSD,LJSD,1
data/raw/captcha_20260525_014947_000138.jpg,QBRQ,QBRQ,1
data/raw/captcha_20260525_014948_000139.jpg,D22,丨D22,0
data/raw/captcha_20260525_014949_000140.jpg,UHEU,uheu,1
data/raw/captcha_20260525_014950_000141.jpg,PMOM,pmom,1
data/raw/captcha_20260525_014951_000142.jpg,BZK9,BZK9,1
data/raw/captcha_20260525_014952_000143.jpg,OFS5,ofs5,1
data/raw/captcha_20260525_014953_000144.jpg,UNBV,UNBV,1
data/raw/captcha_20260525_014954_000145.jpg,6V24,6v24,1
data/raw/captcha_20260525_014955_000146.jpg,YWQH,YWQH,1
data/raw/captcha_20260525_014957_000147.jpg,ZIOB,ZIOB,1
data/raw/captcha_20260525_014958_000148.jpg,5K89,5K89,1
data/raw/captcha_20260525_014959_000149.jpg,DWFC,dwfc,1
data/raw/captcha_20260525_015000_000150.jpg,L9YE,L9YE,1
data/raw/captcha_20260525_015001_000151.jpg,5TEQ,5teq,1
data/raw/captcha_20260525_015002_000152.jpg,1LL2,1ll2,1
data/raw/captcha_20260525_015003_000153.jpg,JJ8M,JJ8M,1
data/raw/captcha_20260525_015004_000154.jpg,O72I,O72I,1
data/raw/captcha_20260525_015005_000155.jpg,X3B7,X3B7,1
data/raw/captcha_20260525_015006_000156.jpg,SLJE,slje,1
data/raw/captcha_20260525_015007_000157.jpg,JUZA,JUZA,1
data/raw/captcha_20260525_015008_000158.jpg,7QZ7,7qz7,1
data/raw/captcha_20260525_015009_000159.jpg,E3J0,E3J0,1
data/raw/captcha_20260525_015010_000160.jpg,34DZ,34DZ,1
data/raw/captcha_20260525_015011_000161.jpg,1VFV,1vfv,1
data/raw/captcha_20260525_015012_000162.jpg,J8BP,J8BP,1
data/raw/captcha_20260525_015013_000163.jpg,OPRS,OPRS,1
data/raw/captcha_20260525_015014_000164.jpg,UL0G,UL0G,1
data/raw/captcha_20260525_015015_000165.jpg,909J,909J,1
data/raw/captcha_20260525_015016_000166.jpg,O6X6,O6X6,1
data/raw/captcha_20260525_015017_000167.jpg,5U2P,5u2p,1
data/raw/captcha_20260525_015018_000168.jpg,9JCQ,9jcq,1
data/raw/captcha_20260525_015019_000169.jpg,GD5E,GD5E,1
data/raw/captcha_20260525_015020_000170.jpg,PXY4,PXY4,1
data/raw/captcha_20260525_015021_000171.jpg,4HIR,4HIR,1
data/raw/captcha_20260525_015022_000172.jpg,0M9Z,0M9Z,1
data/raw/captcha_20260525_015023_000173.jpg,KOQ9,KOQ9,1
data/raw/captcha_20260525_015024_000174.jpg,Y4MC,Y4MC,1
data/raw/captcha_20260525_015025_000175.jpg,OC2Z,OC2Z,1
data/raw/captcha_20260525_015026_000176.jpg,DA7X,DA7X,1
data/raw/captcha_20260525_015027_000177.jpg,RIGC,RIGC,1
data/raw/captcha_20260525_015028_000178.jpg,E6ZL,E6ZL,1
data/raw/captcha_20260525_015029_000179.jpg,T499,T499,1
data/raw/captcha_20260525_015030_000180.jpg,,ＷＱ３,0
data/raw/captcha_20260525_015031_000181.jpg,SSI6,SSI6,1
data/raw/captcha_20260525_015032_000182.jpg,V3H0,V3H0,1
data/raw/captcha_20260525_015033_000183.jpg,SD7Y,SD7Y,1
data/raw/captcha_20260525_015034_000184.jpg,WOCI,woci,1
data/raw/captcha_20260525_015035_000185.jpg,5118,5118,1
data/raw/captcha_20260525_015036_000186.jpg,I1AG,I1AG,1
data/raw/captcha_20260525_015037_000187.jpg,FP9I,FP9I,1
data/raw/captcha_20260525_015038_000188.jpg,3VZG,3VZG,1
data/raw/captcha_20260525_015039_000189.jpg,ZYHR,zyhr,1
data/raw/captcha_20260525_015040_000190.jpg,3S5V,3s5v,1
data/raw/captcha_20260525_015041_000191.jpg,XQ5I,XQ5I,1
data/raw/captcha_20260525_015042_000192.jpg,AA69,AA69,1
data/raw/captcha_20260525_015043_000193.jpg,ZJDN,ZJDN,1
data/raw/captcha_20260525_015044_000194.jpg,SIC7,SIC7,1
data/raw/captcha_20260525_015045_000195.jpg,4YFM,4YFM,1
data/raw/captcha_20260525_015046_000196.jpg,FHFE,fhfe,1
data/raw/captcha_20260525_015047_000197.jpg,7KL1,7kl1,1
data/raw/captcha_20260525_015048_000198.jpg,U1CV,u1cv,1
data/raw/captcha_20260525_015049_000199.jpg,4DQH,4DQH,1
data/raw/captcha_20260525_015050_000200.jpg,6A9P,6A9P,1
data/raw/captcha_20260525_015051_000201.jpg,T52C,T52C,1
data/raw/captcha_20260525_015052_000202.jpg,DEMR,demr,1
data/raw/captcha_20260525_015053_000203.jpg,7EB4,7EB4,1
data/raw/captcha_20260525_015054_000204.jpg,ZIB8,ZIB8,1
data/raw/captcha_20260525_015055_000205.jpg,DRTM,DRTM,1
data/raw/captcha_20260525_015056_000206.jpg,UIXT,UIXT,1
data/raw/captcha_20260525_015057_000207.jpg,S1PP,s1pp,1
data/raw/captcha_20260525_015058_000208.jpg,MEHQ,MEHQ,1
data/raw/captcha_20260525_015059_000209.jpg,A0ZG,A0ZG,1
data/raw/captcha_20260525_015100_000210.jpg,L8Q8,L8Q8,1
data/raw/captcha_20260525_015101_000211.jpg,13NF,13nf,1
data/raw/captcha_20260525_015102_000212.jpg,23U2,23u2,1
data/raw/captcha_20260525_015103_000213.jpg,UQ3Y,uq3y,1
data/raw/captcha_20260525_015104_000214.jpg,SG7G,SG7G,1
data/raw/captcha_20260525_015105_000215.jpg,LRAJ,LRAJ,1
data/raw/captcha_20260525_015106_000216.jpg,Q4D5,Q4D5,1
data/raw/captcha_20260525_015107_000217.jpg,20LM,20lm,1
data/raw/captcha_20260525_015108_000218.jpg,R7C9,R7C9,1
data/raw/captcha_20260525_015109_000219.jpg,G8TW,G8TW,1
data/raw/captcha_20260525_015110_000220.jpg,KNH7,KNH7,1
data/raw/captcha_20260525_015111_000221.jpg,I22O,I22O,1
data/raw/captcha_20260525_015112_000222.jpg,RILL,RILL,1
data/raw/captcha_20260525_015113_000223.jpg,PZ43,PZ43,1
data/raw/captcha_20260525_015114_000224.jpg,JK9U,JK9U,1
data/raw/captcha_20260525_015115_000225.jpg,1Y4Z,1y4z,1
data/raw/captcha_20260525_015116_000226.jpg,NOHD,nohd,1
data/raw/captcha_20260525_015117_000227.jpg,PZXZ,pzxz,1
data/raw/captcha_20260525_015118_000228.jpg,S8ZX,S8ZX,1
data/raw/captcha_20260525_015119_000229.jpg,ZHMK,zhmk,1
data/raw/captcha_20260525_015120_000230.jpg,8H1J,8h1j,1
data/raw/captcha_20260525_015121_000231.jpg,TWX8,TWX8,1
data/raw/captcha_20260525_015122_000232.jpg,ZNWK,znwk,1
data/raw/captcha_20260525_015123_000233.jpg,JDRV,jdrv,1
data/raw/captcha_20260525_015124_000234.jpg,8MAQ,8maq,1
data/raw/captcha_20260525_015125_000235.jpg,UJ2Y,UJ2Y,1
data/raw/captcha_20260525_015126_000236.jpg,3LTF,3ltf,1
data/raw/captcha_20260525_015127_000237.jpg,SDBA,SDBA,1
data/raw/captcha_20260525_015128_000238.jpg,X624,X624,1
data/raw/captcha_20260525_015129_000239.jpg,CJTR, CJTR,1
data/raw/captcha_20260525_015130_000240.jpg,JHVN,JHVN,1
data/raw/captcha_20260525_015131_000241.jpg,I1WR,I1WR,1
data/raw/captcha_20260525_015132_000242.jpg,P66M,P66M,1
data/raw/captcha_20260525_015133_000243.jpg,T6IR,T6IR,1
data/raw/captcha_20260525_015134_000244.jpg,643S,643s,1
data/raw/captcha_20260525_015135_000245.jpg,5RTT,5rtt,1
data/raw/captcha_20260525_015136_000246.jpg,O9UZ,O9UZ,1
data/raw/captcha_20260525_015137_000247.jpg,7SGF,7sgf,1
data/raw/captcha_20260525_015138_000248.jpg,46EP,46ep,1
data/raw/captcha_20260525_015139_000249.jpg,K3NL,K3NL,1
data/raw/captcha_20260525_015140_000250.jpg,4L2A,4l2a,1
data/raw/captcha_20260525_015141_000251.jpg,LW27,lw27,1
data/raw/captcha_20260525_015142_000252.jpg,EPEB,EPEB,1
data/raw/captcha_20260525_015143_000253.jpg,UR6Q,UR6Q,1
data/raw/captcha_20260525_015144_000254.jpg,WFAR,wfar,1
data/raw/captcha_20260525_015145_000255.jpg,,ＷＬ４２,0
data/raw/captcha_20260525_015146_000256.jpg,JBL8,jbl8,1
data/raw/captcha_20260525_015147_000257.jpg,PSNW,psnw,1
data/raw/captcha_20260525_015148_000258.jpg,TPI3,TPI3,1
data/raw/captcha_20260525_015149_000259.jpg,T7FR,t7fr,1
data/raw/captcha_20260525_015150_000260.jpg,UDQQ,UDQQ,1
data/raw/captcha_20260525_015151_000261.jpg,KRYM,KRYM,1
data/raw/captcha_20260525_015152_000262.jpg,JTEO,jteo,1
data/raw/captcha_20260525_015153_000263.jpg,VMZH,VMZH,1
data/raw/captcha_20260525_015154_000264.jpg,SKBT,SKBT,1
data/raw/captcha_20260525_015155_000265.jpg,T3PE,t3pe,1
data/raw/captcha_20260525_015156_000266.jpg,EA08,EA08,1
data/raw/captcha_20260525_015157_000267.jpg,SKDA,SKDA,1
data/raw/captcha_20260525_015158_000268.jpg,4YLS,4yls,1
data/raw/captcha_20260525_015159_000269.jpg,7DAK,7dak,1
data/raw/captcha_20260525_015200_000270.jpg,PKJV,PKJV,1
data/raw/captcha_20260525_015201_000271.jpg,OERV,oerv,1
data/raw/captcha_20260525_015202_000272.jpg,CW3,cw3,0
data/raw/captcha_20260525_015203_000273.jpg,Z209,Z209,1
data/raw/captcha_20260525_015204_000274.jpg,2KEO,2keo,1
data/raw/captcha_20260525_015205_000275.jpg,QK2U,QK2U,1
data/raw/captcha_20260525_015206_000276.jpg,ZRP4,zrp4,1
data/raw/captcha_20260525_015207_000277.jpg,Y2HH,Y2HH,1
data/raw/captcha_20260525_015208_000278.jpg,3WM4,3wm4,1
data/raw/captcha_20260525_015209_000279.jpg,W64X,w64x,1
data/raw/captcha_20260525_015210_000280.jpg,UNAT,UNAT,1
data/raw/captcha_20260525_015211_000281.jpg,TES2,tes2,1
data/raw/captcha_20260525_015212_000282.jpg,WPUY,wpuy,1
data/raw/captcha_20260525_015213_000283.jpg,77LE,77le,1
data/raw/captcha_20260525_015214_000284.jpg,HJLX,hjlx,1
data/raw/captcha_20260525_015215_000285.jpg,YAMO,YAMO,1
data/raw/captcha_20260525_015216_000286.jpg,IL1T,IL1T,1
data/raw/captcha_20260525_015217_000287.jpg,T9GH,T9GH,1
data/raw/captcha_20260525_015218_000288.jpg,K7P5,K7P5,1
data/raw/captcha_20260525_015219_000289.jpg,D1YB,D1YB,1
data/raw/captcha_20260525_015220_000290.jpg,HQE5,HQE5,1
data/raw/captcha_20260525_015221_000291.jpg,O8BZ,O8BZ,1
data/raw/captcha_20260525_015222_000292.jpg,LKJ7,LKJ7,1
data/raw/captcha_20260525_015223_000293.jpg,CQEJ,cqej,1
data/raw/captcha_20260525_015224_000294.jpg,C83L,C83L,1
data/raw/captcha_20260525_015225_000295.jpg,WB85,wb85,1
data/raw/captcha_20260525_015226_000296.jpg,6G7O,6G7O,1
data/raw/captcha_20260525_015227_000297.jpg,ZYCA,ZYCA,1
data/raw/captcha_20260525_015228_000298.jpg,RJ94,RJ94,1
data/raw/captcha_20260525_015229_000299.jpg,FOEZ,FOEZ,1
data/raw/captcha_20260525_015230_000300.jpg,T248,T248,1
data/raw/captcha_20260525_015231_000301.jpg,SP58,SP58,1
data/raw/captcha_20260525_015232_000302.jpg,ZONR,ZONR,1
data/raw/captcha_20260525_015233_000303.jpg,UVD6,UVD6,1
data/raw/captcha_20260525_015234_000304.jpg,2WL1,2wl1,1
data/raw/captcha_20260525_015235_000305.jpg,9EBS,9ebs,1
data/raw/captcha_20260525_015236_000306.jpg,5NIU,5niu,1
data/raw/captcha_20260525_015237_000307.jpg,4SPG,4spg,1
data/raw/captcha_20260525_015238_000308.jpg,E1ZZ,E1ZZ,1
data/raw/captcha_20260525_015239_000309.jpg,CYU3,cyu3,1
data/raw/captcha_20260525_015240_000310.jpg,FDLE,FDLE,1
data/raw/captcha_20260525_015241_000311.jpg,3VX6,3vx6,1
data/raw/captcha_20260525_015242_000312.jpg,,ＤＶＮ９,0
data/raw/captcha_20260525_015243_000313.jpg,NCAW,ncaw,1
data/raw/captcha_20260525_015244_000314.jpg,OZUG,OZUG,1
data/raw/captcha_20260525_015245_000315.jpg,IJTT,ijtt,1
data/raw/captcha_20260525_015246_000316.jpg,DBYE,DBYE,1
data/raw/captcha_20260525_015247_000317.jpg,60PO,60PO,1
data/raw/captcha_20260525_015248_000318.jpg,U00P,U00P,1
data/raw/captcha_20260525_015249_000319.jpg,689A,689A,1
data/raw/captcha_20260525_015250_000320.jpg,UQOM,uqom,1
data/raw/captcha_20260525_015251_000321.jpg,BFON,BFON,1
data/raw/captcha_20260525_015252_000322.jpg,HQJQ,HQJQ,1
data/raw/captcha_20260525_015253_000323.jpg,I25X,I25X,1
data/raw/captcha_20260525_015254_000324.jpg,E1DV,E1DV,1
data/raw/captcha_20260525_015255_000325.jpg,M975,M975,1
data/raw/captcha_20260525_015256_000326.jpg,BPPO,BPPO,1
data/raw/captcha_20260525_015257_000327.jpg,92QI,92QI,1
data/raw/captcha_20260525_015258_000328.jpg,IHXU,IHXU,1
data/raw/captcha_20260525_015259_000329.jpg,PJKQ,PJKQ,1
data/raw/captcha_20260525_015300_000330.jpg,OEAE,OEAE,1
data/raw/captcha_20260525_015301_000331.jpg,P3I6,P3I6,1
data/raw/captcha_20260525_015302_000332.jpg,OW53,OW53,1
data/raw/captcha_20260525_015303_000333.jpg,NHV9,nhv9,1
data/raw/captcha_20260525_015304_000334.jpg,UK4G,UK4G,1
data/raw/captcha_20260525_015305_000335.jpg,EQOA,EQOA,1
data/raw/captcha_20260525_015306_000336.jpg,Y26T,Y26T,1
data/raw/captcha_20260525_015307_000337.jpg,2X5C,2x5c,1
data/raw/captcha_20260525_015308_000338.jpg,RFNV,rfnv,1
data/raw/captcha_20260525_015309_000339.jpg,PA7T,PA7T,1
data/raw/captcha_20260525_015310_000340.jpg,7RQ3,7rq3,1
data/raw/captcha_20260525_015311_000341.jpg,TBNP,TBNP,1
data/raw/captcha_20260525_015312_000342.jpg,51FX,51fx,1
data/raw/captcha_20260525_015313_000343.jpg,SMJ7,SMJ7,1
data/raw/captcha_20260525_015314_000344.jpg,9L29,9L29,1
data/raw/captcha_20260525_015315_000345.jpg,S308,s308,1
data/raw/captcha_20260525_015316_000346.jpg,4CXZ,4cxz,1
data/raw/captcha_20260525_015317_000347.jpg,W0P3,W0P3,1
data/raw/captcha_20260525_015318_000348.jpg,9HI,9hi,0
data/raw/captcha_20260525_015319_000349.jpg,NQ16,NQ16,1
data/raw/captcha_20260525_015320_000350.jpg,PU3Q,PU3Q,1
data/raw/captcha_20260525_015321_000351.jpg,PPL3,PPL3,1
data/raw/captcha_20260525_015322_000352.jpg,M1HW,M1HW,1
data/raw/captcha_20260525_015323_000353.jpg,Q84P,Q84P,1
data/raw/captcha_20260525_015324_000354.jpg,KDUW,KDUW,1
data/raw/captcha_20260525_015325_000355.jpg,RHAS,RHAS,1
data/raw/captcha_20260525_015326_000356.jpg,3Y5L,3y5l,1
data/raw/captcha_20260525_015327_000357.jpg,3GCG,3gcg,1
data/raw/captcha_20260525_015328_000358.jpg,LAFN,lafn,1
data/raw/captcha_20260525_015329_000359.jpg,K78A,K78A,1
data/raw/captcha_20260525_015330_000360.jpg,6N5U,6n5u,1
data/raw/captcha_20260525_015331_000361.jpg,OPEB,opeb,1
data/raw/captcha_20260525_015332_000362.jpg,FHRY,Fhry,1
data/raw/captcha_20260525_015333_000363.jpg,3YWX,3YWX,1
data/raw/captcha_20260525_015334_000364.jpg,77IS,77IS,1
data/raw/captcha_20260525_015335_000365.jpg,IFFG,IFFG,1
data/raw/captcha_20260525_015336_000366.jpg,IHCQ,ihcq,1
data/raw/captcha_20260525_015337_000367.jpg,HNE2,HNE2,1
data/raw/captcha_20260525_015338_000368.jpg,AS5J,AS5J,1
data/raw/captcha_20260525_015339_000369.jpg,,ＶＧ６０,0
data/raw/captcha_20260525_015340_000370.jpg,BP7X,BP7X,1
data/raw/captcha_20260525_015341_000371.jpg,G2LX,G2LX,1
data/raw/captcha_20260525_015342_000372.jpg,YH3B,yh3b,1
data/raw/captcha_20260525_015343_000373.jpg,ICA1,ICA1,1
data/raw/captcha_20260525_015344_000374.jpg,W4BS,w4bs,1
data/raw/captcha_20260525_015345_000375.jpg,0MX8,0MX8,1
data/raw/captcha_20260525_015346_000376.jpg,VV18,vv18,1
data/raw/captcha_20260525_015347_000377.jpg,VKMT,vkmt,1
data/raw/captcha_20260525_015348_000378.jpg,45B2,45b2,1
data/raw/captcha_20260525_015349_000379.jpg,O4XM,O4XM,1
data/raw/captcha_20260525_015350_000380.jpg,OBSI,obsi,1
data/raw/captcha_20260525_015351_000381.jpg,U2QI,U2QI,1
data/raw/captcha_20260525_015352_000382.jpg,ZPEY,ZPEY,1
data/raw/captcha_20260525_015353_000383.jpg,4NBM,4nbm,1
data/raw/captcha_20260525_015354_000384.jpg,QXVS,qxvs,1
data/raw/captcha_20260525_015355_000385.jpg,WYNW,wy nw,1
data/raw/captcha_20260525_015356_000386.jpg,RD96,RD96,1
data/raw/captcha_20260525_015357_000387.jpg,5VQC,5vqc,1
data/raw/captcha_20260525_015358_000388.jpg,AJW6,AJW6,1
data/raw/captcha_20260525_015359_000389.jpg,7CHY,7chy,1
data/raw/captcha_20260525_015400_000390.jpg,WPNI,wpni,1
data/raw/captcha_20260525_015401_000391.jpg,UKQL,ukql,1
data/raw/captcha_20260525_015402_000392.jpg,JNUM,jnum,1
data/raw/captcha_20260525_015403_000393.jpg,V619,V619,1
data/raw/captcha_20260525_015404_000394.jpg,TVIU,TVIU,1
data/raw/captcha_20260525_015405_000395.jpg,9NTG,9NTG,1
data/raw/captcha_20260525_015406_000396.jpg,,ＣＮ８０,0
